source,event,acq_datetime,lat,lon,brightness,confidence,frp
NASA-FIRMS,Wildfire,2025-10-14 21:10:00,34.48608,-91.81872,320.33,68,40.37
NASA-FIRMS,Wildfire,2025-10-14 21:10:00,34.48404,-91.84199,313.02,66,19.94
NASA-FIRMS,Wildfire,2025-10-14 21:10:00,34.49894,-91.96009,310.48,51,13.17
NASA-FIRMS,Wildfire,2025-10-14 21:10:00,34.49974,-91.96534,317.79,64,32.26
NASA-FIRMS,Wildfire,2025-10-14 21:10:00,34.80484,-91.25594,312.3,62,24.98
NASA-FIRMS,Wildfire,2025-10-14 21:10:00,34.99229,-92.65765,312.23,58,16.19
NASA-FIRMS,Wildfire,2025-10-14 21:10:00,34.9903,-92.6785,309.89,34,11.49
NASA-FIRMS,Wildfire,2025-10-14 21:10:00,34.99671,-92.6634,315.18,70,23.62
NASA-FIRMS,Wildfire,2025-10-14 21:10:00,34.87784,-95.10103,309.51,47,6.85
NASA-FIRMS,Wildfire,2025-10-14 21:10:00,34.87619,-95.11584,309.62,48,6.99
NASA-FIRMS,Wildfire,2025-10-14 21:12:00,36.09251,-90.36774,318.69,71,54.96
NASA-FIRMS,Wildfire,2025-10-14 21:14:00,48.6386,-114.51652,311.11,71,50.27
NASA-FIRMS,Wildfire,2025-10-14 21:12:00,36.08091,-90.37146,310.05,47,21.59
NASA-FIRMS,Wildfire,2025-10-14 21:14:00,48.6303,-114.55032,306.08,59,38.06
NASA-FIRMS,Wildfire,2025-10-14 21:12:00,36.09516,-90.37292,314.66,53,39.01
NASA-FIRMS,Wildfire,2025-10-14 21:14:00,48.64268,-114.55704,305.52,33,34.88
NASA-FIRMS,Wildfire,2025-10-14 21:12:00,36.28902,-90.59142,315.88,62,40.85
NASA-FIRMS,Wildfire,2025-10-14 21:14:00,48.63618,-114.52416,318.06,50,66.51
NASA-FIRMS,Wildfire,2025-10-14 21:12:00,36.35735,-90.51408,310.12,60,22.37
NASA-FIRMS,Wildfire,2025-10-14 21:14:00,48.43779,-118.78746,313.75,74,113.89
NASA-FIRMS,Wildfire,2025-10-14 21:12:00,36.58751,-92.42374,312.29,65,20.44
NASA-FIRMS,Wildfire,2025-10-14 21:14:00,48.42381,-118.83518,327.08,85,210.92
NASA-FIRMS,Wildfire,2025-10-14 21:12:00,36.58556,-92.4469,308.33,55,11.96
NASA-FIRMS,Wildfire,2025-10-14 21:12:00,36.25619,-96.74093,312.92,61,7.53
NASA-FIRMS,Wildfire,2025-10-14 21:12:00,36.55532,-105.63892,332.76,88,58.56
NASA-FIRMS,Wildfire,2025-10-14 21:12:00,36.55192,-105.6564,327.04,81,44.11
NASA-FIRMS,Wildfire,2025-10-14 21:12:00,36.5574,-105.64657,371.1,100,238.0
NASA-FIRMS,Wildfire,2025-10-14 21:12:00,36.5538,-105.66448,320.67,78,31.48
NASA-FIRMS,Wildfire,2025-10-14 21:12:00,36.56815,-105.64955,317.26,77,25.54
NASA-FIRMS,Wildfire,2025-10-14 22:48:00,36.54182,-120.02774,303.11,54,10.89
NASA-FIRMS,Wildfire,2025-10-14 22:50:00,40.07385,-122.1339,303.59,53,7.88
NASA-FIRMS,Wildfire,2025-10-14 22:50:00,40.07224,-122.14772,301.21,44,6.02
NASA-FIRMS,Wildfire,2025-10-14 22:52:00,40.38973,-123.8244,320.21,80,20.91
NASA-FIRMS,Wildfire,2025-10-14 22:52:00,40.38807,-123.83721,320.03,80,20.71
NASA-FIRMS,Wildfire,2025-10-14 22:52:00,40.75778,-124.04388,300.72,41,5.63
NASA-FIRMS,Wildfire,2025-10-14 22:52:00,42.09582,-121.81961,302.3,52,7.73
NASA-FIRMS,Wildfire,2025-10-14 22:52:00,42.09415,-121.83525,301.58,43,7.36
NASA-FIRMS,Wildfire,2025-10-14 22:52:00,43.83539,-118.28119,332.76,88,103.55
NASA-FIRMS,Wildfire,2025-10-14 22:52:00,43.83864,-118.26109,310.24,70,28.91
NASA-FIRMS,Wildfire,2025-10-14 22:52:00,43.83675,-118.2888,324.91,83,71.46
NASA-FIRMS,Wildfire,2025-10-14 22:52:00,44.67794,-123.17841,312.03,72,15.01
NASA-FIRMS,Wildfire,2025-10-14 22:52:00,44.76083,-123.34178,304.82,60,8.65
NASA-FIRMS,Wildfire,2025-10-14 22:52:00,45.26917,-122.29311,301.54,48,9.15
NASA-FIRMS,Wildfire,2025-10-14 22:52:00,45.22651,-123.17074,303.95,56,7.39
NASA-FIRMS,Wildfire,2025-10-14 22:52:00,48.4222,-118.81506,356.96,98,275.95
NASA-FIRMS,Wildfire,2025-10-14 22:52:00,48.42029,-118.84454,303.76,20,22.95
NASA-FIRMS,Wildfire,2025-10-14 22:52:00,48.43535,-118.81478,346.02,94,191.5
NASA-FIRMS,Wildfire,2025-10-14 22:52:00,48.41933,-118.8197,333.37,88,120.97
NASA-FIRMS,Wildfire,2025-10-14 22:52:00,48.43424,-118.78968,309.71,69,38.19
NASA-FIRMS,Wildfire,2025-10-14 22:52:00,48.43245,-118.81951,361.01,100,315.15
NASA-FIRMS,Wildfire,2025-10-15 02:21:00,30.85714,-84.57805,301.04,37,5.64
NASA-FIRMS,Wildfire,2025-10-15 02:21:00,30.8431,-86.37813,374.48,100,200.62
NASA-FIRMS,Wildfire,2025-10-15 02:21:00,30.84083,-86.39153,326.2,100,37.6
NASA-FIRMS,Wildfire,2025-10-15 02:21:00,30.85303,-86.38047,365.2,100,153.65
NASA-FIRMS,Wildfire,2025-10-15 02:21:00,30.85077,-86.39381,322.82,100,32.0
NASA-FIRMS,Wildfire,2025-10-15 02:24:00,31.87574,-85.41498,317.66,95,20.33
NASA-FIRMS,Wildfire,2025-10-15 02:24:00,31.97894,-85.74656,301.74,44,6.86
NASA-FIRMS,Wildfire,2025-10-15 02:24:00,31.97697,-85.7587,334.27,100,45.98
NASA-FIRMS,Wildfire,2025-10-15 02:24:00,33.18372,-85.63391,306.07,65,8.52
NASA-FIRMS,Wildfire,2025-10-15 02:24:00,33.18186,-85.64556,321.02,100,23.23
NASA-FIRMS,Wildfire,2025-10-15 02:24:00,33.17999,-85.65723,304.72,48,7.57
NASA-FIRMS,Wildfire,2025-10-15 02:24:00,36.38065,-88.9826,300.47,28,9.22
NASA-FIRMS,Wildfire,2025-10-15 02:24:00,40.31516,-80.61407,303.09,53,11.84
NASA-FIRMS,Wildfire,2025-10-15 02:24:00,41.56606,-84.04424,308.09,73,11.27
NASA-FIRMS,Wildfire,2025-10-15 04:02:00,32.85625,-109.69083,306.3,68,9.23
NASA-FIRMS,Wildfire,2025-10-15 04:04:00,42.68894,-111.59803,301.95,46,8.98
NASA-FIRMS,Wildfire,2025-10-15 04:06:00,48.32333,-116.72256,301.31,40,11.76
NASA-FIRMS,Wildfire,2025-10-15 04:06:00,48.32055,-116.73832,349.11,100,87.1
NASA-FIRMS,Wildfire,2025-10-15 04:06:00,48.42915,-118.80636,317.33,95,34.62
NASA-FIRMS,Wildfire,2025-10-15 04:06:00,48.43339,-118.81538,309.69,78,25.11
